ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000261740	BOLA2-SMG1P6 readthrough(BOLA2-SMG1P6)	Homo sapiens						GO:0016301~kinase activity,						Kinase,Transferase,
ENSG00000108691	C-C motif chemokine ligand 2(CCL2)	Homo sapiens	109.Chemokine_families,18.Cytokine_astocytes,19.Cytokine_microglia,33.GProt-coupled_Rec_T_Cell_med_Inflamm,34.Chemokines_in_EAE,35.Chemokines_EAE_Autoreactive_T_Cells,	h_ccr5Pathway:Pertussis toxin-insensitive CCR5 Signaling in Macrophage,h_LDLpathway:Low-density lipoprotein (LDL) pathway during atherogenesis,h_mspPathway:Msp/Ron Receptor Signaling Pathway,		GO:0000165~MAPK cascade,GO:0001525~angiogenesis,GO:0001666~response to hypoxia,GO:0001912~positive regulation of leukocyte mediated cytotoxicity,GO:0001938~positive regulation of endothelial cell proliferation,GO:0002523~leukocyte migration involved in inflammatory response,GO:0002548~monocyte chemotaxis,GO:0002693~positive regulation of cellular extravasation,GO:0006468~protein phosphorylation,GO:0006874~cellular calcium ion homeostasis,GO:0006935~chemotaxis,GO:0006954~inflammatory response,GO:0006955~immune response,GO:0006959~humoral immune response,GO:0007010~cytoskeleton organization,GO:0007155~cell adhesion,GO:0007165~signal transduction,GO:0007166~cell surface receptor signaling pathway,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007187~G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,GO:0007259~JAK-STAT cascade,GO:0007568~aging,GO:0008360~regulation of cell shape,GO:0009408~response to heat,GO:0009611~response to wounding,GO:0009612~response to mechanical stimulus,GO:0009617~response to bacterium,GO:0009887~organ morphogenesis,GO:0010332~response to gamma radiation,GO:0010574~regulation of vascular endothelial growth factor production,GO:0010759~positive regulation of macrophage chemotaxis,GO:0014823~response to activity,GO:0016525~negative regulation of angiogenesis,GO:0019079~viral genome replication,GO:0019221~cytokine-mediated signaling pathway,GO:0019725~cellular homeostasis,GO:0030593~neutrophil chemotaxis,GO:0031100~organ regeneration,GO:0031663~lipopolysaccharide-mediated signaling pathway,GO:0032570~response to progesterone,GO:0032760~positive regulation of tumor necrosis factor production,GO:0032869~cellular response to insulin stimulus,GO:0032967~positive regulation of collagen biosynthetic process,GO:0033552~response to vitamin B3,GO:0034351~negative regulation of glial cell apoptotic process,GO:0035684~helper T cell extravasation,GO:0035690~cellular response to drug,GO:0036006~cellular response to macrophage colony-stimulating factor stimulus,GO:0036120~cellular response to platelet-derived growth factor stimulus,GO:0036499~PERK-mediated unfolded protein response,GO:0043200~response to amino acid,GO:0043491~protein kinase B signaling,GO:0043524~negative regulation of neuron apoptotic process,GO:0043547~positive regulation of GTPase activity,GO:0043615~astrocyte cell migration,GO:0044344~cellular response to fibroblast growth factor stimulus,GO:0045471~response to ethanol,GO:0046677~response to antibiotic,GO:0048010~vascular endothelial growth factor receptor signaling pathway,GO:0048246~macrophage chemotaxis,GO:0048247~lymphocyte chemotaxis,GO:0050729~positive regulation of inflammatory response,GO:0050806~positive regulation of synaptic transmission,GO:0050870~positive regulation of T cell activation,GO:0051770~positive regulation of nitric-oxide synthase biosynthetic process,GO:0060135~maternal process involved in female pregnancy,GO:0060137~maternal process involved in parturition,GO:0060326~cell chemotaxis,GO:0070098~chemokine-mediated signaling pathway,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0071222~cellular response to lipopolysaccharide,GO:0071300~cellular response to retinoic acid,GO:0071318~cellular response to ATP,GO:0071346~cellular response to interferon-gamma,GO:0071347~cellular response to interleukin-1,GO:0071354~cellular response to interleukin-6,GO:0071356~cellular response to tumor necrosis factor,GO:0071403~cellular response to high density lipoprotein particle stimulus,GO:0071407~cellular response to organic cyclic compound,GO:0071549~cellular response to dexamethasone stimulus,GO:0090026~positive regulation of monocyte chemotaxis,GO:0090265~positive regulation of immune complex clearance by monocytes and macrophages,GO:0090280~positive regulation of calcium ion import,GO:0090314~positive regulation of protein targeting to membrane,GO:2000427~positive regulation of apoptotic cell clearance,GO:2000502~negative regulation of natural killer cell chemotaxis,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005622~intracellular,GO:0005791~rough endoplasmic reticulum,GO:0030139~endocytic vesicle,GO:0030425~dendrite,GO:0043204~perikaryon,GO:0043679~axon terminus,GO:0044299~C-fiber,GO:0045202~synapse,GO:0048471~perinuclear region of cytoplasm,	GO:0004672~protein kinase activity,GO:0005102~receptor binding,GO:0008009~chemokine activity,GO:0008201~heparin binding,GO:0031727~CCR2 chemokine receptor binding,	IPR000827:CC chemokine, conserved site,IPR001811:Chemokine interleukin-8-like domain,	hsa04060:Cytokine-cytokine receptor interaction,hsa04062:Chemokine signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa05142:Chagas disease (American trypanosomiasis),hsa05144:Malaria,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05323:Rheumatoid arthritis,	182940~Spina bifida, susceptibility to,607948~Mycobacterium tuberculosis, susceptibility to,609423~HIV-1, resistance to,Coronary artery disease, modifier of~Coronary artery disease, modifier of,		SM00199:SCY,	3D-structure,Chemotaxis,Complete proteome,Cytokine,Direct protein sequencing,Disulfide bond,Glycoprotein,Inflammatory response,Pyrrolidone carboxylic acid,Reference proteome,Secreted,Signal,	chain:C-C motif chemokine 2,disulfide bond,glycosylation site:N-linked (GlcNAc...),helix,modified residue,mutagenesis site,signal peptide,site:Involved in dimerization,site:Involved in dimerization, receptor binding and signaling,site:Involved in GAG binding,site:Involved in GAG binding and receptor binding,strand,
ENSG00000184451	C-C motif chemokine receptor 10(CCR10)	Homo sapiens				GO:0006935~chemotaxis,GO:0006955~immune response,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0070098~chemokine-mediated signaling pathway,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,	GO:0004930~G-protein coupled receptor activity,GO:0016493~C-C chemokine receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR000355:Chemokine receptor family,IPR005382:CC chemokine receptor 10,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04060:Cytokine-cytokine receptor interaction,hsa04062:Chemokine signaling pathway,hsa04672:Intestinal immune network for IgA production,				Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Membrane,Proteomics identification,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:C-C chemokine receptor type 10,disulfide bond,modified residue,sequence conflict,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000112486	C-C motif chemokine receptor 6(CCR6)	Homo sapiens	14.chemokine_receptor-ligand,		Cell division and chromosome partitioning / Transcription / DNA replication, recombination, and repair,	GO:0002407~dendritic cell chemotaxis,GO:0002523~leukocyte migration involved in inflammatory response,GO:0006928~movement of cell or subcellular component,GO:0006935~chemotaxis,GO:0006955~immune response,GO:0006959~humoral immune response,GO:0006968~cellular defense response,GO:0007165~signal transduction,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0010634~positive regulation of epithelial cell migration,GO:0019722~calcium-mediated signaling,GO:0048290~isotype switching to IgA isotypes,GO:0060326~cell chemotaxis,GO:0060474~positive regulation of sperm motility involved in capacitation,GO:0070098~chemokine-mediated signaling pathway,GO:0072676~lymphocyte migration,GO:0072678~T cell migration,GO:0072679~thymocyte migration,GO:1904155~DN2 thymocyte differentiation,GO:1904156~DN3 thymocyte differentiation,GO:2000404~regulation of T cell migration,GO:2000510~positive regulation of dendritic cell chemotaxis,	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0036126~sperm flagellum,GO:0097225~sperm midpiece,GO:0097228~sperm principal piece,GO:0097524~sperm plasma membrane,	GO:0004872~receptor activity,GO:0004950~chemokine receptor activity,GO:0005515~protein binding,GO:0016493~C-C chemokine receptor activity,GO:0019957~C-C chemokine binding,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR000355:Chemokine receptor family,IPR004067:CC chemokine receptor 6,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04060:Cytokine-cytokine receptor interaction,hsa04062:Chemokine signaling pathway,				Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Glycoprotein,Membrane,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:C-C chemokine receptor type 6,chain:Cyclin-L2,disulfide bond,glycosylation site:N-linked (GlcNAc...),modified residue,region of interest:Cyclin-like 1,region of interest:Cyclin-like 2,region of interest:RS,sequence conflict,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000186810	C-X-C motif chemokine receptor 3(CXCR3)	Homo sapiens	14.chemokine_receptor-ligand,15.T-cell_polarization-chemokine_receptors,16.Chemokines-rec-T-cells,	h_il12Pathway:IL12 and Stat4 Dependent Signaling Pathway in Th1 Development,h_mCalpainPathway:mCalpain and friends in Cell motility,h_nktPathway:Selective expression of chemokine receptors during T-cell polarization,h_no2il12Pathway:NO2-dependent IL 12 Pathway in NK cells,		GO:0001525~angiogenesis,GO:0001937~negative regulation of endothelial cell proliferation,GO:0002685~regulation of leukocyte migration,GO:0006915~apoptotic process,GO:0006928~movement of cell or subcellular component,GO:0006935~chemotaxis,GO:0006954~inflammatory response,GO:0007155~cell adhesion,GO:0007166~cell surface receptor signaling pathway,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0008284~positive regulation of cell proliferation,GO:0010818~T cell chemotaxis,GO:0016525~negative regulation of angiogenesis,GO:0019722~calcium-mediated signaling,GO:0030816~positive regulation of cAMP metabolic process,GO:0043950~positive regulation of cAMP-mediated signaling,GO:0045766~positive regulation of angiogenesis,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0050921~positive regulation of chemotaxis,GO:0051281~positive regulation of release of sequestered calcium ion into cytosol,GO:0070098~chemokine-mediated signaling pathway,GO:0071954~chemokine (C-C motif) ligand 11 production,GO:1900118~negative regulation of execution phase of apoptosis,GO:1900119~positive regulation of execution phase of apoptosis,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,	GO:0004872~receptor activity,GO:0004950~chemokine receptor activity,GO:0016494~C-X-C chemokine receptor activity,GO:0019956~chemokine binding,GO:0019958~C-X-C chemokine binding,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR000355:Chemokine receptor family,IPR004070:CXC chemokine receptor 3,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04060:Cytokine-cytokine receptor interaction,hsa04062:Chemokine signaling pathway,				Alternative splicing,Angiogenesis,Apoptosis,Cell membrane,Chemotaxis,Complete proteome,Disulfide bond,G-protein coupled receptor,Glycoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Sulfation,Transducer,Transmembrane,Transmembrane helix,	chain:C-X-C chemokine receptor type 3,disulfide bond,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000198178	C-type lectin domain family 4 member C(CLEC4C)	Homo sapiens				GO:0002223~stimulatory C-type lectin receptor signaling pathway,GO:0002250~adaptive immune response,GO:0045087~innate immune response,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0030246~carbohydrate binding,	IPR001304:C-type lectin,IPR016186:C-type lectin-like,IPR016187:C-type lectin fold,IPR018378:C-type lectin, conserved site,				SM00034:CLECT,	3D-structure,Adaptive immunity,Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Immunity,Innate immunity,Lectin,Membrane,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:C-type lectin domain family 4 member C,disulfide bond,domain:C-type lectin,glycosylation site:N-linked (GlcNAc...),sequence conflict,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000152672	C-type lectin domain family 4 member F(CLEC4F)	Homo sapiens			Cell division and chromosome partitioning,	GO:0006897~endocytosis,	GO:0016021~integral component of membrane,	GO:0030246~carbohydrate binding,	IPR001304:C-type lectin,IPR016186:C-type lectin-like,IPR016187:C-type lectin fold,				SM00034:CLECT,	Alternative splicing,Coiled coil,Complete proteome,Endocytosis,Glycoprotein,Lectin,Membrane,Polymorphism,Receptor,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:C-type lectin domain family 4 member F,domain:C-type lectin,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000197992	C-type lectin domain family 9 member A(CLEC9A)	Homo sapiens				GO:0006898~receptor-mediated endocytosis,GO:0050715~positive regulation of cytokine secretion,	GO:0009986~cell surface,GO:0016021~integral component of membrane,	GO:0030246~carbohydrate binding,	IPR001304:C-type lectin,IPR016186:C-type lectin-like,IPR016187:C-type lectin fold,IPR018378:C-type lectin, conserved site,				SM00034:CLECT,	3D-structure,Complete proteome,Disulfide bond,Endocytosis,Glycoprotein,Lectin,Membrane,Polymorphism,Receptor,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:C-type lectin domain family 9 member A,disulfide bond,domain:C-type lectin,glycosylation site:N-linked (GlcNAc...),sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000072195	CAVP-target protein-like(LOC100996693)	Homo sapiens							IPR000048:IQ motif, EF-hand binding site,IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013098:Immunoglobulin I-set,IPR013783:Immunoglobulin-like fold,				SM00015:IQ,SM00408:IGc2,SM00409:IG,	Complete proteome,Reference proteome,
ENSG00000245848	CCAAT/enhancer binding protein alpha(CEBPA)	Homo sapiens		h_keratinocytePathway:Keratinocyte Differentiation,h_mapkPathway:MAPKinase Signaling Pathway,		GO:0000050~urea cycle,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001889~liver development,GO:0001892~embryonic placenta development,GO:0006091~generation of precursor metabolites and energy,GO:0006351~transcription, DNA-templated,GO:0006360~transcription from RNA polymerase I promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0007005~mitochondrion organization,GO:0007219~Notch signaling pathway,GO:0008203~cholesterol metabolic process,GO:0008285~negative regulation of cell proliferation,GO:0016032~viral process,GO:0019221~cytokine-mediated signaling pathway,GO:0030099~myeloid cell differentiation,GO:0030225~macrophage differentiation,GO:0030324~lung development,GO:0030851~granulocyte differentiation,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0042593~glucose homeostasis,GO:0045444~fat cell differentiation,GO:0045600~positive regulation of fat cell differentiation,GO:0045669~positive regulation of osteoblast differentiation,GO:0045736~negative regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0045945~positive regulation of transcription from RNA polymerase III promoter,GO:0048469~cell maturation,GO:0048839~inner ear development,GO:0050872~white fat cell differentiation,GO:0050873~brown fat cell differentiation,GO:0055088~lipid homeostasis,GO:0071285~cellular response to lithium ion,GO:0071356~cellular response to tumor necrosis factor,GO:0071407~cellular response to organic cyclic compound,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0090575~RNA polymerase II transcription factor complex,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001013~RNA polymerase I regulatory region DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003705~transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding,GO:0003713~transcription coactivator activity,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0019900~kinase binding,GO:0042803~protein homodimerization activity,GO:0044212~transcription regulatory region DNA binding,	IPR004827:Basic-leucine zipper domain,IPR016468:CCAAT/enhancer-binding,	hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05221:Acute myeloid leukemia,	601626~Leukemia, acute myeloid,601626~Leukemia, acute myeloid, somatic,	PIRSF005879:CCAAT/enhancer-binding protein,	SM00338:BRLZ,	Acetylation,Activator,Alternative initiation,Complete proteome,Developmental protein,Disease mutation,DNA-binding,Host-virus interaction,Isopeptide bond,Nucleus,Phosphoprotein,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,	chain:CCAAT/enhancer-binding protein alpha,compositionally biased region:Poly-Gly,compositionally biased region:Poly-Pro,DNA-binding region:Basic motif,domain:Leucine-zipper,modified residue,sequence conflict,
ENSG00000229140	CCDC26 long non-coding RNA(CCDC26)	Homo sapiens												Coiled coil,Complete proteome,Reference proteome,	chain:Coiled-coil domain-containing protein 26,
ENSG00000177455	CD19 molecule(CD19)	Homo sapiens	78.B_Cell_Development,			GO:0006968~cellular defense response,GO:0007166~cell surface receptor signaling pathway,GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,GO:0031052~chromosome breakage,GO:0046854~phosphatidylinositol phosphorylation,GO:0048015~phosphatidylinositol-mediated signaling,GO:0050776~regulation of immune response,GO:0050853~B cell receptor signaling pathway,GO:0051281~positive regulation of release of sequestered calcium ion into cytosol,	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,GO:0043234~protein complex,GO:0070062~extracellular exosome,	GO:0005057~receptor signaling protein activity,GO:0005515~protein binding,GO:0046934~phosphatidylinositol-4,5-bisphosphate 3-kinase activity,	IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013783:Immunoglobulin-like fold,	hsa04151:PI3K-Akt signaling pathway,hsa04640:Hematopoietic cell lineage,hsa04662:B cell receptor signaling pathway,hsa05169:Epstein-Barr virus infection,hsa05340:Primary immunodeficiency,	613493~Immunodeficiency, common variable, 3,		SM00409:IG,	Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Phosphoprotein,Polymorphism,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:B-lymphocyte antigen CD19,disulfide bond,domain:Ig-like C2-type 1,domain:Ig-like C2-type 2,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000116031	CD207 molecule(CD207)	Homo sapiens				GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,GO:0006898~receptor-mediated endocytosis,GO:0051607~defense response to virus,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030139~endocytic vesicle,GO:0030669~clathrin-coated endocytic vesicle membrane,GO:0031901~early endosome membrane,	GO:0005537~mannose binding,GO:0030246~carbohydrate binding,	IPR001304:C-type lectin,IPR016186:C-type lectin-like,IPR016187:C-type lectin fold,IPR018378:C-type lectin, conserved site,		613393~Birbeck granule deficiency,		SM00034:CLECT,	3D-structure,Coiled coil,Complete proteome,Disulfide bond,Glycoprotein,Lectin,Membrane,Polymorphism,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:C-type lectin domain family 4 member K,disulfide bond,domain:C-type lectin,glycosylation site:N-linked (GlcNAc...),helix,sequence variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
ENSG00000139193	CD27 molecule(CD27)	Homo sapiens				GO:0006954~inflammatory response,GO:0006955~immune response,GO:0007166~cell surface receptor signaling pathway,GO:0007420~brain development,GO:0008588~release of cytoplasmic sequestered NF-kappaB,GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,GO:0016064~immunoglobulin mediated immune response,GO:0032496~response to lipopolysaccharide,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0042127~regulation of cell proliferation,GO:0043066~negative regulation of apoptotic process,GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043410~positive regulation of MAPK cascade,GO:0045471~response to ethanol,GO:0045579~positive regulation of B cell differentiation,GO:0045582~positive regulation of T cell differentiation,GO:0046330~positive regulation of JNK cascade,GO:0070233~negative regulation of T cell apoptotic process,GO:0097191~extrinsic apoptotic signaling pathway,	GO:0005576~extracellular region,GO:0005634~nucleus,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0043005~neuron projection,GO:0070062~extracellular exosome,	GO:0004888~transmembrane signaling receptor activity,GO:0005031~tumor necrosis factor-activated receptor activity,GO:0005515~protein binding,GO:0043027~cysteine-type endopeptidase inhibitor activity involved in apoptotic process,	IPR001368:TNFR/NGFR cysteine-rich region,IPR022328:Tumour necrosis factor receptor 7,	hsa04060:Cytokine-cytokine receptor interaction,	615122~Lymphoproliferative syndrome 2,		SM00208:TNFR,	Apoptosis,Complete proteome,Direct protein sequencing,Disease mutation,Disulfide bond,Glycoprotein,Membrane,Phosphoprotein,Polymorphism,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:CD27 antigen,disulfide bond,glycosylation site:N-linked (GlcNAc...),modified residue,repeat:TNFR-Cys 1,repeat:TNFR-Cys 2,repeat:TNFR-Cys 3,sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000129226	CD68 molecule(CD68)	Homo sapiens	8.MonocytesIFNF_IL4,			GO:0071310~cellular response to organic substance,	GO:0005765~lysosomal membrane,GO:0005886~plasma membrane,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,		IPR002000:Lysosome-associated membrane glycoprotein,IPR018134:Lysosome-associated membrane glycoprotein, conserved site,	hsa04142:Lysosome,				Alternative splicing,Cell membrane,Complete proteome,Disulfide bond,Endosome,Glycoprotein,Lysosome,Membrane,Polymorphism,Proteomics identification,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:Macrosialin,compositionally biased region:Pro-rich (hinge),disulfide bond,glycosylation site:N-linked (GlcNAc...),region of interest:2 X 30 AA tandem repeats,region of interest:Mucin-like,repeat:1,repeat:2,sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000105369	CD79a molecule(CD79A)	Homo sapiens	5.B7_CD40_B-cell_activa,79.B_cell_Activation,	h_bcrmolecule:B Cell Receptor Complex,h_bcrPathway:BCR Signaling Pathway,h_ctcfPathway:CTCF: First Multivalent Nuclear Factor,		GO:0002250~adaptive immune response,GO:0030183~B cell differentiation,GO:0042100~B cell proliferation,GO:0042113~B cell activation,GO:0050853~B cell receptor signaling pathway,	GO:0005737~cytoplasm,GO:0005771~multivesicular body,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,GO:0019815~B cell receptor complex,GO:0045121~membrane raft,	GO:0004888~transmembrane signaling receptor activity,GO:0005515~protein binding,	IPR003110:Phosphorylated immunoreceptor signaling ITAM,IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013151:Immunoglobulin,IPR013783:Immunoglobulin-like fold,	hsa04662:B cell receptor signaling pathway,hsa05340:Primary immunodeficiency,	613501~Agammaglobulinemia 3,		SM00077:ITAM,SM00408:IGc2,SM00409:IG,	3D-structure,Adaptive immunity,Alternative splicing,Cell membrane,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Immunity,Immunoglobulin domain,Membrane,Methylation,Phosphoprotein,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:B-cell antigen receptor complex- associated protein alpha chain,disulfide bond,domain:Ig-like C2-type,domain:ITAM,glycosylation site:N-linked (GlcNAc...),modified residue,mutagenesis site,sequence conflict,signal peptide,site:Required for binding to BLNK,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000010278	CD9 molecule(CD9)	Homo sapiens	73.Integrins_and_other_cell-surface_receptors,			GO:0002576~platelet degranulation,GO:0006928~movement of cell or subcellular component,GO:0007155~cell adhesion,GO:0007166~cell surface receptor signaling pathway,GO:0007342~fusion of sperm to egg plasma membrane,GO:0007420~brain development,GO:0008285~negative regulation of cell proliferation,GO:0009414~response to water deprivation,GO:0014003~oligodendrocyte development,GO:0030168~platelet activation,GO:0030913~paranodal junction assembly,GO:0031623~receptor internalization,GO:0071404~cellular response to low-density lipoprotein particle stimulus,	GO:0005615~extracellular space,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005925~focal adhesion,GO:0009897~external side of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0030666~endocytic vesicle membrane,GO:0030669~clathrin-coated endocytic vesicle membrane,GO:0031092~platelet alpha granule membrane,GO:0070062~extracellular exosome,GO:1903561~extracellular vesicle,	GO:0005178~integrin binding,GO:0005515~protein binding,	IPR000301:Tetraspanin,IPR008952:Tetraspanin, EC2 domain,IPR018499:Tetraspanin/Peripherin,IPR018503:Tetraspanin, conserved site,	hsa04640:Hematopoietic cell lineage,		PIRSF002419:tetraspanin,		Cell adhesion,Cell membrane,Complete proteome,Direct protein sequencing,Disulfide bond,Fertilization,Glycoprotein,Lipoprotein,Membrane,Palmitate,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:CD9 antigen,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:S-palmitoyl cysteine,mutagenesis site,sequence conflict,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000144677	CTD small phosphatase like(CTDSPL)	Homo sapiens				GO:0001933~negative regulation of protein phosphorylation,GO:0006470~protein dephosphorylation,GO:2000134~negative regulation of G1/S transition of mitotic cell cycle,	GO:0005634~nucleus,GO:0070062~extracellular exosome,	GO:0004721~phosphoprotein phosphatase activity,GO:0016791~phosphatase activity,GO:0046872~metal ion binding,	IPR004274:NLI interacting factor,IPR011948:Dullard phosphatase domain, eukaryotic,IPR023214:HAD-like domain,				SM00577:CPDc,	3D-structure,Alternative splicing,Complete proteome,Hydrolase,Magnesium,Metal-binding,Nucleus,Polymorphism,Protein phosphatase,Proteomics identification,Reference proteome,	active site:4-aspartylphosphate intermediate,active site:Proton donor,chain:CTD small phosphatase-like protein,domain:FCP1 homology,helix,metal ion-binding site:Magnesium,metal ion-binding site:Magnesium; via carbonyl oxygen,modified residue,sequence variant,site:Transition state stabilizer,splice variant,strand,turn,
