ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	REACTOME_PATHWAY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000196535	myosin XVIIIA(MYO18A)	Homo sapiens				GO:0006259~DNA metabolic process,GO:0007030~Golgi organization,GO:0016477~cell migration,GO:0031032~actomyosin structure organization,GO:0043030~regulation of macrophage activation,GO:0043066~negative regulation of apoptotic process,GO:0048194~Golgi vesicle budding,GO:0050714~positive regulation of protein secretion,GO:0090161~Golgi ribbon formation,GO:0090164~asymmetric Golgi ribbon formation,GO:1903028~positive regulation of opsonization,	GO:0000139~Golgi membrane,GO:0005654~nucleoplasm,GO:0005793~endoplasmic reticulum-Golgi intermediate compartment,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0016020~membrane,GO:0016459~myosin complex,GO:0042641~actomyosin,	GO:0003677~DNA binding,GO:0003774~motor activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008094~DNA-dependent ATPase activity,GO:0016887~ATPase activity,GO:0043531~ADP binding,GO:0044822~poly(A) RNA binding,GO:0051015~actin filament binding,	IPR000048:IQ motif, EF-hand binding site,IPR001478:PDZ domain,IPR001609:Myosin head, motor domain,IPR002928:Myosin tail,IPR020587:DNA recombination/repair protein RecA, monomer-monomer interface,IPR027401:Myosin-like IQ motif-containing domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				R-HSA-1839117:R-HSA-1839117,R-HSA-5655302:R-HSA-5655302,	SM00015:IQ,SM00228:PDZ,SM00242:MYSc,	Alternative splicing,ATP-binding,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Golgi apparatus,Motor protein,Myosin,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Receptor,Reference proteome,	chain:Myosin-XVIIIa,domain:IQ,domain:Myosin head-like,domain:PDZ,modified residue,mutagenesis site,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,short sequence motif:Interaction with actin,splice variant,
ENSG00000133392	myosin heavy chain 11(MYH11)	Homo sapiens				GO:0006936~muscle contraction,GO:0006939~smooth muscle contraction,GO:0030241~skeletal muscle myosin thick filament assembly,GO:0048251~elastic fiber assembly,GO:0048739~cardiac muscle fiber development,	GO:0005829~cytosol,GO:0005859~muscle myosin complex,GO:0016459~myosin complex,GO:0032982~myosin filament,GO:0042470~melanosome,GO:0070062~extracellular exosome,	GO:0003774~motor activity,GO:0005515~protein binding,GO:0005516~calmodulin binding,GO:0005524~ATP binding,GO:0008307~structural constituent of muscle,GO:0051015~actin filament binding,	IPR000048:IQ motif, EF-hand binding site,IPR001609:Myosin head, motor domain,IPR002928:Myosin tail,IPR004009:Myosin, N-terminal, SH3-like,IPR008989:Myosin S1 fragment, N-terminal,IPR027401:Myosin-like IQ motif-containing domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa04530:Tight junction,	132900~Aortic aneurysm, familial thoracic 4,		R-HSA-3928663:R-HSA-3928663,R-HSA-416572:R-HSA-416572,R-HSA-445355:R-HSA-445355,R-HSA-5625740:R-HSA-5625740,R-HSA-5625900:R-HSA-5625900,R-HSA-5627117:R-HSA-5627117,R-HSA-5627123:R-HSA-5627123,	SM00015:IQ,SM00242:MYSc,	Actin-binding,Alternative splicing,Aortic aneurysm,ATP-binding,Calmodulin-binding,Chromosomal rearrangement,Coiled coil,Complete proteome,Disease mutation,Methylation,Motor protein,Muscle protein,Myosin,Nucleotide-binding,Phosphoprotein,Polymorphism,Proto-oncogene,Reference proteome,Thick filament,	chain:Myosin-11,domain:IQ,domain:Myosin head-like,modified residue,nucleotide phosphate-binding region:ATP,region of interest:Actin-binding,region of interest:Carboxyl-terminal,sequence conflict,sequence variant,
ENSG00000003987	myotubularin related protein 7(MTMR7)	Homo sapiens				GO:0006470~protein dephosphorylation,GO:0006661~phosphatidylinositol biosynthetic process,GO:0035335~peptidyl-tyrosine dephosphorylation,GO:0046855~inositol phosphate dephosphorylation,GO:0046856~phosphatidylinositol dephosphorylation,	GO:0005829~cytosol,GO:0016020~membrane,	GO:0004438~phosphatidylinositol-3-phosphatase activity,GO:0004725~protein tyrosine phosphatase activity,GO:0005515~protein binding,GO:0052629~phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity,GO:0052866~phosphatidylinositol phosphate phosphatase activity,	IPR000387:Protein-tyrosine/Dual specificity phosphatase,IPR003595:Protein-tyrosine phosphatase, catalytic,IPR004182:GRAM,IPR010569:Myotubularin-related,IPR011993:Pleckstrin homology-like domain,IPR016130:Protein-tyrosine phosphatase, active site,	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,			R-HSA-1660517:R-HSA-1660517,	SM00404:PTPc_motif,	Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Hydrolase,Phosphoprotein,Polymorphism,Reference proteome,	active site:Phosphocysteine intermediate,binding site:Substrate,chain:Myotubularin-related protein 7,domain:Myotubularin phosphatase,region of interest:Substrate binding,sequence conflict,sequence variant,splice variant,
ENSG00000053438	neuronatin(NNAT)	Homo sapiens				GO:0006810~transport,GO:0007420~brain development,GO:0009249~protein lipoylation,GO:0030182~neuron differentiation,GO:0032024~positive regulation of insulin secretion,	GO:0005737~cytoplasm,		IPR024885:Neuronatin,						Alternative splicing,Complete proteome,Developmental protein,Reference proteome,	chain:Neuronatin,sequence conflict,splice variant,
ENSG00000087303	nidogen 2(NID2)	Homo sapiens				GO:0007155~cell adhesion,GO:0007160~cell-matrix adhesion,GO:0030198~extracellular matrix organization,GO:0071711~basement membrane organization,	GO:0005576~extracellular region,GO:0005604~basement membrane,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0005518~collagen binding,	IPR000033:LDLR class B repeat,IPR000152:EGF-type aspartate/asparagine hydroxylation site,IPR000716:Thyroglobulin type-1,IPR000742:Epidermal growth factor-like domain,IPR001881:EGF-like calcium-binding,IPR003886:Nidogen, extracellular domain,IPR006605:G2 nidogen/fibulin G2F,IPR009017:Green fluorescent protein,IPR009030:Insulin-like growth factor binding protein, N-terminal,IPR011042:Six-bladed beta-propeller, TolB-like,IPR013032:EGF-like, conserved site,IPR018097:EGF-like calcium-binding, conserved site,IPR023413:Green fluorescent protein-like,IPR024731:EGF domain, merozoite surface protein 1-like,IPR026823:Complement Clr-like EGF domain,				R-HSA-3000157:R-HSA-3000157,	SM00135:LY,SM00179:EGF_CA,SM00181:EGF,SM00211:TY,SM00539:NIDO,SM00682:G2F,	Alternative splicing,Basement membrane,Calcium,Cell adhesion,Complete proteome,Direct protein sequencing,Disulfide bond,EGF-like domain,Extracellular matrix,Glycoprotein,Methylation,Polymorphism,Proteomics identification,Reference proteome,Repeat,Secreted,Signal,	chain:Nidogen-2,disulfide bond,domain:EGF-like 1,domain:EGF-like 2,domain:EGF-like 3; calcium-binding,domain:EGF-like 4,domain:EGF-like 5; calcium-binding,domain:NIDO,domain:Nidogen G2 beta-barrel,domain:Thyroglobulin type-1 1,domain:Thyroglobulin type-1 2,glycosylation site:N-linked (GlcNAc...),repeat:LDL-receptor class B 1,repeat:LDL-receptor class B 2,repeat:LDL-receptor class B 3,repeat:LDL-receptor class B 4,repeat:LDL-receptor class B 5,sequence conflict,sequence variant,signal peptide,
ENSG00000165030	nuclear factor, interleukin 3 regulated(NFIL3)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0006955~immune response,GO:0007623~circadian rhythm,GO:0010628~positive regulation of gene expression,GO:0071353~cellular response to interleukin-4,	GO:0005634~nucleus,	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000979~RNA polymerase II core promoter sequence-specific DNA binding,GO:0001078~transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003714~transcription corepressor activity,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,	IPR004827:Basic-leucine zipper domain,IPR010533:Vertebrate interleukin-3 regulated transcription factor,IPR016743:Transcription factor, basic leucine zipper, E4BP4,			PIRSF019029:basic leucine zipper (bZIP) transcription factor E4BP4,		SM00338:BRLZ,	Activator,Biological rhythms,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Reference proteome,Repressor,Transcription,Transcription regulation,Ubl conjugation,	chain:Nuclear factor interleukin-3-regulated protein,compositionally biased region:Ser-rich,DNA-binding region:Basic motif,domain:Leucine-zipper,modified residue,mutagenesis site,region of interest:Necessary for transcriptional repression and sufficient for interaction with DR1,sequence conflict,
ENSG00000053702	nuclear receptor interacting protein 2(NRIP2)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006508~proteolysis,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0004190~aspartic-type endopeptidase activity,GO:0005515~protein binding,	IPR019103:Aspartic peptidase, DDI1-type,IPR021109:Aspartic peptidase,						Alternative splicing,Complete proteome,Nucleus,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Nuclear receptor-interacting protein 2,short sequence motif:LXXLL motif,
ENSG00000184792	oxysterol binding protein 2(OSBP2)	Homo sapiens				GO:0006869~lipid transport,GO:0007286~spermatid development,	GO:0016020~membrane,GO:0097440~apical dendrite,	GO:0005515~protein binding,GO:0015485~cholesterol binding,	IPR000648:Oxysterol-binding protein,IPR001849:Pleckstrin homology domain,IPR011993:Pleckstrin homology-like domain,IPR018494:Oxysterol-binding protein, conserved site,					SM00233:PH,	Alternative splicing,Coiled coil,Complete proteome,Lipid transport,Lipid-binding,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transport,	chain:Oxysterol-binding protein 2,domain:PH,sequence conflict,sequence variant,
ENSG00000178385	pleckstrin homology domain containing M3(PLEKHM3)	Homo sapiens						GO:0046872~metal ion binding,	IPR001849:Pleckstrin homology domain,IPR011993:Pleckstrin homology-like domain,IPR025258:Domain of unknown function DUF4206,					SM00233:PH,SM01175:SM01175,	Alternative splicing,Complete proteome,Metal-binding,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Zinc,Zinc-finger,	chain:Pleckstrin homology domain-containing family M member 3,compositionally biased region:Poly-Gln,domain:PH 1,domain:PH 2,modified residue,splice variant,zinc finger region:Phorbol-ester/DAG-type,
ENSG00000189266	proline rich nuclear receptor coactivator 2(PNRC2)	Homo sapiens				GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0031087~deadenylation-independent decapping of nuclear-transcribed mRNA,	GO:0000932~cytoplasmic mRNA processing body,GO:0005634~nucleus,	GO:0005515~protein binding,	IPR026780:Proline-rich nuclear receptor coactivator 1/2,IPR026781:Proline-rich nuclear receptor coactivator 2,						3D-structure,Activator,Alternative splicing,Complete proteome,Cytoplasm,Nonsense-mediated mRNA decay,Nucleus,Receptor,Reference proteome,Transcription,Transcription regulation,	chain:Proline-rich nuclear receptor coactivator 2,mutagenesis site,short sequence motif:SH3-binding,splice variant,
ENSG00000116690	proteoglycan 4(PRG4)	Homo sapiens				GO:0006898~receptor-mediated endocytosis,GO:0006955~immune response,GO:0008283~cell proliferation,	GO:0005576~extracellular region,	GO:0005044~scavenger receptor activity,GO:0030247~polysaccharide binding,	IPR000585:Hemopexin-like domain,IPR001212:Somatomedin B domain,IPR018486:Hemopexin, conserved site,IPR018487:Hemopexin-like repeats,IPR020436:Somatomedin B, chordata,		208250~Camptodactyly-arthropathy-coxa vara-pericarditis syndrome,			SM00120:HX,SM00201:SO,	Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Polymorphism,Proteoglycan,Proteomics identification,Reference proteome,Repeat,Secreted,Signal,	chain:Proteoglycan 4,chain:Proteoglycan 4 C-terminal part,compositionally biased region:Ser-rich,disulfide bond,domain:Hemopexin-like 1,domain:Hemopexin-like 2,domain:SMB 1,domain:SMB 2,glycosylation site:N-linked (GlcNAc...),modified residue,region of interest:59 X 8 AA repeats of K-X-P-X-P-T-T-X,repeat:1,repeat:10,repeat:11; approximate,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16; approximate,repeat:17,repeat:18; approximate,repeat:19; approximate,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24; approximate,repeat:25,repeat:26; approximate,repeat:27,repeat:28,repeat:29,repeat:2; approximate,repeat:3,repeat:30,repeat:31,repeat:32,repeat:33; approximate,repeat:34,repeat:35; approximate,repeat:36; approximate,repeat:37; approximate,repeat:38; approximate,repeat:39,repeat:40,repeat:41,repeat:42; approximate,repeat:43; approximate,repeat:44,repeat:45; approximate,repeat:46; approximate,repeat:47; approximate,repeat:48; approximate,repeat:49,repeat:4; approximate,repeat:5,repeat:50,repeat:51; approximate,repeat:52,repeat:53; approximate,repeat:54; approximate,repeat:55; approximate,repeat:56; approximate,repeat:57,repeat:58,repeat:59; approximate,repeat:6; approximate,repeat:7,repeat:8,repeat:9,sequence conflict,sequence variant,signal peptide,site:Cleavage; by subtilisin-like proprotein convertase 4,splice variant,
ENSG00000121039	retinol dehydrogenase 10 (all-trans)(RDH10)	Homo sapiens			General function prediction only,	GO:0001523~retinoid metabolic process,GO:0001656~metanephros development,GO:0001701~in utero embryonic development,GO:0002138~retinoic acid biosynthetic process,GO:0007601~visual perception,GO:0008406~gonad development,GO:0014032~neural crest cell development,GO:0031076~embryonic camera-type eye development,GO:0035115~embryonic forelimb morphogenesis,GO:0042572~retinol metabolic process,GO:0042574~retinal metabolic process,GO:0043583~ear development,GO:0043584~nose development,GO:0048703~embryonic viscerocranium morphogenesis,GO:0055114~oxidation-reduction process,GO:0060431~primary lung bud formation,GO:0060449~bud elongation involved in lung branching,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0031090~organelle membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0044297~cell body,	GO:0004745~retinol dehydrogenase activity,GO:0052650~NADP-retinol dehydrogenase activity,	IPR002347:Glucose/ribitol dehydrogenase,IPR016040:NAD(P)-binding domain,IPR020904:Short-chain dehydrogenase/reductase, conserved site,	hsa00830:Retinol metabolism,hsa01100:Metabolic pathways,			R-HSA-2453902:R-HSA-2453902,R-HSA-5365859:R-HSA-5365859,		Complete proteome,Endoplasmic reticulum,Membrane,Microsome,NADP,Oxidoreductase,Proteomics identification,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	active site:Proton acceptor,binding site:Substrate,chain:Retinol dehydrogenase 10,nucleotide phosphate-binding region:NADP,transmembrane region,
ENSG00000162437	ribonucleoprotein, PTB binding 2(RAVER2)	Homo sapiens				GO:0000398~mRNA splicing, via spliceosome,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,					SM00360:RRM,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Nucleus,Proteomics identification,Reference proteome,Repeat,RNA-binding,	chain:Ribonucleoprotein PTB-binding 2,compositionally biased region:Ala/Gly-rich,domain:RRM 1,domain:RRM 2,domain:RRM 3,helix,modified residue,splice variant,strand,
ENSG00000116514	ring finger protein 19B(RNF19B)	Homo sapiens				GO:0000209~protein polyubiquitination,GO:0002250~adaptive immune response,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process,	GO:0000151~ubiquitin ligase complex,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016021~integral component of membrane,GO:0044194~cytolytic granule,	GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0031624~ubiquitin conjugating enzyme binding,GO:0061630~ubiquitin protein ligase activity,	IPR001841:Zinc finger, RING-type,IPR002867:Zinc finger, C6HC-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,				R-HSA-983168:R-HSA-983168,	SM00184:RING,SM00647:IBR,	Adaptive immunity,Alternative splicing,Complete proteome,Immunity,Membrane,Metal-binding,Reference proteome,Repeat,Transferase,Transmembrane,Transmembrane helix,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase RNF19B,compositionally biased region:Ala-rich,compositionally biased region:Poly-Arg,compositionally biased region:Poly-Gly,compositionally biased region:Pro-rich,sequence conflict,splice variant,transmembrane region,zinc finger region:IBR-type,zinc finger region:RING-type 1,zinc finger region:RING-type 2,
ENSG00000105982	ring finger protein 32(RNF32)	Homo sapiens			Posttranslational modification, protein turnover, chaperones,		GO:0005768~endosome,GO:0016235~aggresome,	GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR000048:IQ motif, EF-hand binding site,IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR027370:RING-type zinc-finger, LisH dimerisation motif,					SM00184:RING,	Alternative splicing,Complete proteome,Cytoplasm,Metal-binding,Polymorphism,Reference proteome,Repeat,Zinc,Zinc-finger,	chain:RING finger protein 32,domain:IQ,sequence conflict,sequence variant,splice variant,zinc finger region:RING-type 1; atypical,zinc finger region:RING-type 2; atypical,
ENSG00000163406	solute carrier family 15 member 2(SLC15A2)	Homo sapiens				GO:0006810~transport,GO:0006811~ion transport,GO:0006857~oligopeptide transport,GO:0015031~protein transport,GO:0015893~drug transport,GO:0015992~proton transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,	GO:0005215~transporter activity,GO:0005515~protein binding,GO:0015198~oligopeptide transporter activity,GO:0015333~peptide:proton symporter activity,	IPR000109:Proton-dependent oligopeptide transporter family,IPR004768:Oligopeptide transporter,IPR018456:PTR2 family proton/oligopeptide symporter, conserved site,IPR020846:Major facilitator superfamily domain,				R-HSA-427975:R-HSA-427975,		Alternative splicing,Complete proteome,Glycoprotein,Membrane,Peptide transport,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Symport,Transmembrane,Transmembrane helix,Transport,	chain:Solute carrier family 15 member 2,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,transmembrane region,
ENSG00000170482	solute carrier family 23 member 1(SLC23A1)	Homo sapiens		h_vitCBPathway:Vitamin C in the Brain,		GO:0006139~nucleobase-containing compound metabolic process,GO:0006814~sodium ion transport,GO:0007420~brain development,GO:0009636~response to toxic substance,GO:0015851~nucleobase transport,GO:0015882~L-ascorbic acid transport,GO:0019852~L-ascorbic acid metabolic process,GO:0030324~lung development,GO:0035461~vitamin transmembrane transport,GO:0035725~sodium ion transmembrane transport,GO:0070837~dehydroascorbic acid transport,GO:0070904~transepithelial L-ascorbic acid transport,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009925~basal plasma membrane,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0043229~intracellular organelle,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0008520~L-ascorbate:sodium symporter activity,GO:0015081~sodium ion transmembrane transporter activity,GO:0015205~nucleobase transmembrane transporter activity,GO:0015229~L-ascorbic acid transporter activity,GO:0033300~dehydroascorbic acid transporter activity,GO:0070890~sodium-dependent L-ascorbate transmembrane transporter activity,	IPR006043:Xanthine/uracil/vitamin C permease,				R-HSA-196836:R-HSA-196836,		Alternative splicing,Cell membrane,Complete proteome,Glycoprotein,Ion transport,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Sodium,Sodium transport,Symport,Transmembrane,Transmembrane helix,Transport,	chain:Solute carrier family 23 member 1,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,splice variant,transmembrane region,
ENSG00000074621	solute carrier family 24 member 1(SLC24A1)	Homo sapiens				GO:0006810~transport,GO:0006811~ion transport,GO:0006816~calcium ion transport,GO:0006874~cellular calcium ion homeostasis,GO:0007601~visual perception,GO:0009642~response to light intensity,GO:0035725~sodium ion transmembrane transport,GO:0055085~transmembrane transport,GO:0070588~calcium ion transmembrane transport,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0019867~outer membrane,	GO:0005262~calcium channel activity,GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0008273~calcium, potassium:sodium antiporter activity,GO:0015293~symporter activity,GO:0030955~potassium ion binding,GO:0031402~sodium ion binding,	IPR004481:Sodium/potassium/calcium exchanger,IPR004817:K+-dependent Na+/Ca+ exchanger,IPR004837:Sodium/calcium exchanger membrane region,	hsa04744:Phototransduction,	613830~Night blindness, congenital stationary (complete), 1D, autosomal recessive,		R-HSA-2485179:R-HSA-2485179,R-HSA-425561:R-HSA-425561,R-HSA-5619077:R-HSA-5619077,		Alternative splicing,Antiport,Calcium,Calcium transport,Coiled coil,Complete proteome,Congenital stationary night blindness,Glycoprotein,Ion transport,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Sensory transduction,Signal,Symport,Transmembrane,Transmembrane helix,Transport,Vision,	chain:Sodium/potassium/calcium exchanger 1,compositionally biased region:Poly-Glu,glycosylation site:N-linked (GlcNAc...),modified residue,repeat:Alpha-1,repeat:Alpha-2,sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000076351	solute carrier family 46 member 1(SLC46A1)	Homo sapiens				GO:0006879~cellular iron ion homeostasis,GO:0015884~folic acid transport,GO:0015886~heme transport,GO:0046655~folic acid metabolic process,GO:0051958~methotrexate transport,GO:0055085~transmembrane transport,GO:0098829~intestinal folate absorption,GO:1902600~hydrogen ion transmembrane transport,GO:1904447~folic acid import into cell,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0031526~brush border membrane,	GO:0005215~transporter activity,GO:0005542~folic acid binding,GO:0008517~folic acid transporter activity,GO:0015078~hydrogen ion transmembrane transporter activity,GO:0015232~heme transporter activity,GO:0015350~methotrexate transporter activity,	IPR005829:Sugar transporter, conserved site,IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,		229050~Folate malabsorption, hereditary,		R-HSA-196757:R-HSA-196757,R-HSA-917937:R-HSA-917937,		Acetylation,Alternative splicing,Cell membrane,Complete proteome,Cytoplasm,Disease mutation,Folate-binding,Glycoprotein,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Proton-coupled folate transporter,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,splice variant,transmembrane region,
ENSG00000130821	solute carrier family 6 member 8(SLC6A8)	Homo sapiens	12.IL-6_type_cytok-signal-transduct,		General function prediction only,	GO:0006600~creatine metabolic process,GO:0006810~transport,GO:0006836~neurotransmitter transport,GO:0006936~muscle contraction,GO:0015881~creatine transport,GO:0035725~sodium ion transmembrane transport,GO:1902598~creatine transmembrane transport,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0005308~creatine transmembrane transporter activity,GO:0005309~creatine:sodium symporter activity,GO:0005328~neurotransmitter:sodium symporter activity,	IPR000175:Sodium:neurotransmitter symporter,IPR002984:Sodium:neurotransmitter symporter, creatine,		300352~Cerebral creatine deficiency syndrome 1,		R-HSA-71288:R-HSA-71288,		Alternative splicing,Complete proteome,Disease mutation,Glycoprotein,Ion transport,Membrane,Mental retardation,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Signal,Sodium,Sodium transport,Symport,Transmembrane,Transmembrane helix,Transport,	chain:Sodium- and chloride-dependent creatine transporter 1,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000136206	speedy/RINGO cell cycle regulator family member E1(SPDYE1)	Homo sapiens				GO:0045859~regulation of protein kinase activity,		GO:0019901~protein kinase binding,	IPR020984:Cell cycle regulatory protein, Spy1,						Complete proteome,Reference proteome,Williams-Beuren syndrome,	chain:Putative Speedy protein E5,chain:Speedy protein E1,compositionally biased region:Arg-rich,sequence conflict,
ENSG00000163082	sphingosine-1-phosphate phosphatase 2(SGPP2)	Homo sapiens				GO:0006670~sphingosine metabolic process,GO:0016311~dephosphorylation,GO:0030148~sphingolipid biosynthetic process,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,	GO:0042392~sphingosine-1-phosphate phosphatase activity,GO:0070780~dihydrosphingosine-1-phosphate phosphatase activity,	IPR000326:Phosphatidic acid phosphatase type 2/haloperoxidase,	hsa00600:Sphingolipid metabolism,hsa04071:Sphingolipid signaling pathway,			R-HSA-1660661:R-HSA-1660661,	SM00014:acidPPc,	Alternative splicing,Complete proteome,Endoplasmic reticulum,Hydrolase,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	chain:Sphingosine-1-phosphate phosphatase 2,transmembrane region,
ENSG00000169962	taste 1 receptor member 3(TAS1R3)	Homo sapiens				GO:0001582~detection of chemical stimulus involved in sensory perception of sweet taste,GO:0007186~G-protein coupled receptor signaling pathway,GO:0050916~sensory perception of sweet taste,GO:0050917~sensory perception of umami taste,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:1903767~sweet taste receptor complex,	GO:0004930~G-protein coupled receptor activity,GO:0008527~taste receptor activity,GO:0033041~sweet taste receptor activity,GO:0046982~protein heterodimerization activity,	IPR000337:GPCR, family 3,IPR001828:Extracellular ligand-binding receptor,IPR011500:GPCR, family 3, nine cysteines domain,IPR017978:GPCR, family 3, C-terminal,IPR017979:GPCR, family 3, conserved site,	hsa04742:Taste transduction,hsa04973:Carbohydrate digestion and absorption,			R-HSA-420499:R-HSA-420499,		Cell membrane,Complete proteome,G-protein coupled receptor,Glycoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Sensory transduction,Signal,Taste,Transducer,Transmembrane,Transmembrane helix,	chain:Taste receptor type 1 member 3,glycosylation site:N-linked (GlcNAc...),mutagenesis site,region of interest:Required for brazzein responsiveness,sequence conflict,sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000259431	thiamine triphosphatase(THTPA)	Homo sapiens				GO:0006091~generation of precursor metabolites and energy,GO:0006772~thiamine metabolic process,GO:0016311~dephosphorylation,GO:0042357~thiamine diphosphate metabolic process,GO:0042723~thiamine-containing compound metabolic process,	GO:0005829~cytosol,	GO:0000287~magnesium ion binding,GO:0016787~hydrolase activity,GO:0050333~thiamin-triphosphatase activity,	IPR012177:Thiamine triphosphatase,IPR023577:CYTH-like domain,	hsa00730:Thiamine metabolism,hsa01100:Metabolic pathways,		PIRSF036561:thiamine triphosphatase,	R-HSA-196819:R-HSA-196819,	SM01118:SM01118,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Hydrolase,Magnesium,Metal-binding,Polymorphism,Proteomics identification,Reference proteome,	chain:Thiamine-triphosphatase,helix,modified residue,sequence variant,strand,
