ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000111319	sodium channel epithelial 1 alpha subunit(SCNN1A)	Homo sapiens				GO:0034220~ion transmembrane transport,GO:0035725~sodium ion transmembrane transport,GO:0050891~multicellular organismal water homeostasis,GO:0050896~response to stimulus,GO:0050909~sensory perception of taste,GO:0055078~sodium ion homeostasis,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0031514~motile cilium,GO:0034706~sodium channel complex,GO:0060170~ciliary membrane,GO:0070062~extracellular exosome,	GO:0005272~sodium channel activity,GO:0005515~protein binding,GO:0015280~ligand-gated sodium channel activity,GO:0050699~WW domain binding,	IPR001873:Na+ channel, amiloride-sensitive,IPR004724:Epithelial sodium channel,IPR020903:Na+ channel, amiloride-sensitive, conserved site,	hsa04742:Taste transduction,hsa04960:Aldosterone-regulated sodium reabsorption,	264350~Pseudohypoaldosteronism, type I,613021~Bronchiectasis with or without elevated sweat chloride 2,			3D-structure,Alternative splicing,Cell membrane,Cell projection,Complete proteome,Disease mutation,Glycoprotein,Ion channel,Ion transport,Membrane,Polymorphism,Proteomics identification,Reference proteome,Sensory transduction,Sodium,Sodium channel,Sodium transport,Taste,Transmembrane,Transmembrane helix,Transport,Ubl conjugation,	chain:Amiloride-sensitive sodium channel subunit alpha,glycosylation site:N-linked (GlcNAc...),sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000169432	sodium voltage-gated channel alpha subunit 9(SCN9A)	Homo sapiens				GO:0006814~sodium ion transport,GO:0006954~inflammatory response,GO:0009636~response to toxic substance,GO:0009791~post-embryonic development,GO:0019228~neuronal action potential,GO:0019233~sensory perception of pain,GO:0034765~regulation of ion transmembrane transport,GO:0035725~sodium ion transmembrane transport,GO:0048266~behavioral response to pain,GO:0060078~regulation of postsynaptic membrane potential,GO:0086010~membrane depolarization during action potential,	GO:0001518~voltage-gated sodium channel complex,GO:0005887~integral component of plasma membrane,GO:0042995~cell projection,	GO:0005248~voltage-gated sodium channel activity,GO:0031402~sodium ion binding,	IPR000048:IQ motif, EF-hand binding site,IPR001696:Voltage gated sodium channel, alpha subunit,IPR005821:Ion transport domain,IPR010526:Sodium ion transport-associated,IPR024583:Domain of unknown function DUF3451,IPR027359:Voltage-dependent potassium channel, four helix bundle domain,		133020~Erythermalgia, primary,133020~Small fiber neuropathy,243000~HSAN2D, autosomal recessive,243000~Insensitivity to pain, congenital,607208~Dravet syndrome, modifier of,613863~Epilepsy, generalized, with febrile seizures plus, type 7,613863~Febrile seizures, familial, 3B,Paroxysmal extreme pain disorder, 167400,~Paroxysmal extreme pain disorder, 167400,,		SM00015:IQ,	3D-structure,Alternative splicing,Cell membrane,Cell projection,Coiled coil,Complete proteome,Disease mutation,Epilepsy,Glycoprotein,Ion channel,Ion transport,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Sodium,Sodium channel,Sodium transport,Transmembrane,Transmembrane helix,Transport,Ubl conjugation,Voltage-gated channel,	chain:Sodium channel protein type 9 subunit alpha,domain:IQ,glycosylation site:N-linked (GlcNAc...),modified residue,repeat:I,repeat:II,repeat:III,repeat:IV,sequence conflict,sequence variant,splice variant,transmembrane region,
ENSG00000105711	sodium voltage-gated channel beta subunit 1(SCN1B)	Homo sapiens				GO:0006814~sodium ion transport,GO:0007155~cell adhesion,GO:0007268~chemical synaptic transmission,GO:0007411~axon guidance,GO:0010765~positive regulation of sodium ion transport,GO:0010976~positive regulation of neuron projection development,GO:0019227~neuronal action potential propagation,GO:0021966~corticospinal neuron axon guidance,GO:0035725~sodium ion transmembrane transport,GO:0040011~locomotion,GO:0046684~response to pyrethroid,GO:0051899~membrane depolarization,GO:0060048~cardiac muscle contraction,GO:0060078~regulation of postsynaptic membrane potential,GO:0060307~regulation of ventricular cardiac muscle cell membrane repolarization,GO:0060371~regulation of atrial cardiac muscle cell membrane depolarization,GO:0061337~cardiac conduction,GO:0086002~cardiac muscle cell action potential involved in contraction,GO:0086012~membrane depolarization during cardiac muscle cell action potential,GO:0086047~membrane depolarization during Purkinje myocyte cell action potential,GO:0086091~regulation of heart rate by cardiac conduction,GO:2000649~regulation of sodium ion transmembrane transporter activity,	GO:0001518~voltage-gated sodium channel complex,GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0014704~intercalated disc,GO:0030315~T-tubule,GO:0033268~node of Ranvier,	GO:0005248~voltage-gated sodium channel activity,GO:0005515~protein binding,GO:0017080~sodium channel regulator activity,GO:0019871~sodium channel inhibitor activity,GO:0086006~voltage-gated sodium channel activity involved in cardiac muscle cell action potential,GO:0086062~voltage-gated sodium channel activity involved in Purkinje myocyte action potential,	IPR007110:Immunoglobulin-like domain,IPR013106:Immunoglobulin V-set,IPR013783:Immunoglobulin-like fold,IPR027098:Sodium channel subunit beta-1/beta-3,	hsa04261:Adrenergic signaling in cardiomyocytes,	604233~Epilepsy, generalized, with febrile seizures plus, type 1,612838~Brugada syndrome 5,612838~Cardiac conduction defect, nonspecific,615377~Atrial fibrillation, familial, 13,			Alternative splicing,Atrial fibrillation,Brugada syndrome,Cell adhesion,Cell membrane,Complete proteome,Disease mutation,Disulfide bond,Epilepsy,Glycoprotein,Immunoglobulin domain,Ion channel,Ion transport,Membrane,Polymorphism,Proteomics identification,Reference proteome,Secreted,Signal,Sodium,Sodium channel,Sodium transport,Transmembrane,Transmembrane helix,Transport,Voltage-gated channel,	chain:Sodium channel subunit beta-1,disulfide bond,domain:Ig-like C2-type,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000142583	solute carrier family 2 member 5(SLC2A5)	Homo sapiens				GO:0003044~regulation of systemic arterial blood pressure mediated by a chemical signal,GO:0005975~carbohydrate metabolic process,GO:0008643~carbohydrate transport,GO:0008645~hexose transport,GO:0009750~response to fructose,GO:0015755~fructose transport,GO:0015758~glucose transport,GO:0071332~cellular response to fructose stimulus,GO:1904659~glucose transmembrane transport,GO:1990539~fructose import across plasma membrane,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0042383~sarcolemma,GO:0070062~extracellular exosome,	GO:0005353~fructose transmembrane transporter activity,GO:0005355~glucose transmembrane transporter activity,GO:0022891~substrate-specific transmembrane transporter activity,GO:0070061~fructose binding,	IPR002442:Fructose transporter, type 5 (GLUT5),IPR003663:Sugar/inositol transporter,IPR005828:General substrate transporter,IPR005829:Sugar transporter, conserved site,IPR020846:Major facilitator superfamily domain,	hsa04973:Carbohydrate digestion and absorption,				3D-structure,Acetylation,Alternative splicing,Cell membrane,Complete proteome,Glycoprotein,Membrane,Proteomics identification,Reference proteome,Sugar transport,Transmembrane,Transmembrane helix,Transport,	chain:Solute carrier family 2, facilitated glucose transporter member 5,glycosylation site:N-linked (GlcNAc...),sequence conflict,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000254827	solute carrier family 22 member 18 antisense(SLC22A18AS)	Homo sapiens												Alternative splicing,Complete proteome,Polymorphism,Reference proteome,	chain:Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene B protein,sequence variant,splice variant,
ENSG00000259803	solute carrier family 22 member 31(SLC22A31)	Homo sapiens				GO:0015711~organic anion transport,GO:0055085~transmembrane transport,	GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0008514~organic anion transmembrane transporter activity,GO:0022857~transmembrane transporter activity,	IPR005828:General substrate transporter,IPR020846:Major facilitator superfamily domain,					Complete proteome,Ion transport,Membrane,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Putative solute carrier family 22 member ENSG00000182157,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000125434	solute carrier family 25 member 35(SLC25A35)	Homo sapiens				GO:0006412~translation,GO:0006810~transport,	GO:0005743~mitochondrial inner membrane,GO:0016021~integral component of membrane,	GO:0003735~structural constituent of ribosome,	IPR018108:Mitochondrial substrate/solute carrier,IPR023395:Mitochondrial carrier domain,					Alternative splicing,Complete proteome,Membrane,Mitochondrion,Mitochondrion inner membrane,Reference proteome,Repeat,Transmembrane,Transmembrane helix,Transport,	chain:Solute carrier family 25 member 35,repeat:Solcar 1,repeat:Solcar 2,repeat:Solcar 3,sequence conflict,splice variant,transmembrane region,
ENSG00000080493	solute carrier family 4 member 4(SLC4A4)	Homo sapiens				GO:0006810~transport,GO:0006814~sodium ion transport,GO:0015698~inorganic anion transport,GO:0015701~bicarbonate transport,GO:0035725~sodium ion transmembrane transport,GO:0051453~regulation of intracellular pH,GO:0098656~anion transmembrane transport,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016323~basolateral plasma membrane,GO:0070062~extracellular exosome,	GO:0005452~inorganic anion exchanger activity,GO:0005515~protein binding,GO:0008510~sodium:bicarbonate symporter activity,	IPR003020:Bicarbonate transporter, eukaryotic,IPR003024:Sodium bicarbonate cotransporter,IPR011531:Bicarbonate transporter, C-terminal,IPR013769:Band 3 cytoplasmic domain,IPR016152:Phosphotransferase/anion transporter,	hsa04964:Proximal tubule bicarbonate reclamation,hsa04972:Pancreatic secretion,hsa04976:Bile secretion,	604278~Renal tubular acidosis, proximal, with ocular abnormalities,			Alternative splicing,Cell membrane,Complete proteome,Disease mutation,Disulfide bond,Glycoprotein,Ion transport,Membrane,Phosphoprotein,Reference proteome,Retinitis pigmentosa,Sodium,Sodium transport,Symport,Transmembrane,Transmembrane helix,Transport,	chain:Electrogenic sodium bicarbonate cotransporter 1,compositionally biased region:Lys-rich,glycosylation site:N-linked (GlcNAc...),modified residue,mutagenesis site,region of interest:CA2-binding,region of interest:Interaction with CA4,region of interest:Required for basolateral targeting,sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000158715	solute carrier family 45 member 3(SLC45A3)	Homo sapiens				GO:0010907~positive regulation of glucose metabolic process,GO:0015770~sucrose transport,GO:0045723~positive regulation of fatty acid biosynthetic process,GO:0048713~regulation of oligodendrocyte differentiation,GO:0055085~transmembrane transport,	GO:0016021~integral component of membrane,	GO:0008506~sucrose:proton symporter activity,	IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,	hsa05202:Transcriptional misregulation in cancer,hsa05206:MicroRNAs in cancer,				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Solute carrier family 45 member 3,compositionally biased region:Poly-Pro,transmembrane region,
ENSG00000092068	solute carrier family 7 member 8(SLC7A8)	Homo sapiens				GO:0006520~cellular amino acid metabolic process,GO:0006810~transport,GO:0006865~amino acid transport,GO:0009636~response to toxic substance,GO:0015695~organic cation transport,GO:0015804~neutral amino acid transport,GO:0015807~L-amino acid transport,GO:0050900~leukocyte migration,GO:0055065~metal ion homeostasis,GO:1901998~toxin transport,GO:1902475~L-alpha-amino acid transmembrane transport,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016323~basolateral plasma membrane,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0015101~organic cation transmembrane transporter activity,GO:0015171~amino acid transmembrane transporter activity,GO:0015175~neutral amino acid transmembrane transporter activity,GO:0015179~L-amino acid transmembrane transporter activity,GO:0015297~antiporter activity,GO:0019534~toxin transporter activity,GO:0042605~peptide antigen binding,	IPR002293:Amino acid/polyamine transporter I,IPR004760:L-type amino acid transporter,	hsa04974:Protein digestion and absorption,		PIRSF006060:amino acid transporter,		Alternative splicing,Amino-acid transport,Cell membrane,Complete proteome,Cytoplasm,Disulfide bond,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,Transport,	chain:Large neutral amino acids transporter small subunit 2,sequence conflict,transmembrane region,
ENSG00000184985	sortilin related VPS10 domain containing receptor 2(SORCS2)	Homo sapiens				GO:0007218~neuropeptide signaling pathway,	GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0008188~neuropeptide receptor activity,	IPR000601:PKD domain,IPR006581:VPS10,IPR022409:PKD/Chitinase domain,				SM00089:PKD,SM00602:VPS10,	3D-structure,Complete proteome,Glycoprotein,Membrane,Polymorphism,Proteomics identification,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:VPS10 domain-containing receptor SorCS2,compositionally biased region:Pro-rich,domain:PKD,glycosylation site:N-linked (GlcNAc...),helix,repeat:BNR 1,repeat:BNR 2,repeat:BNR 3,repeat:BNR 4,repeat:BNR 5,repeat:BNR 6,sequence variant,signal peptide,strand,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
ENSG00000187808	sosondowah ankyrin repeat domain family member D(SOWAHD)	Homo sapiens							IPR002110:Ankyrin repeat,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,	ANK repeat,Complete proteome,Polymorphism,Reference proteome,Repeat,	chain:Ankyrin repeat domain-containing protein 58,repeat:ANK 1,repeat:ANK 2,repeat:ANK 3,sequence variant,
ENSG00000258484	sperm equatorial segment protein 1(SPESP1)	Homo sapiens				GO:0007275~multicellular organism development,GO:0007340~acrosome reaction,GO:0007342~fusion of sperm to egg plasma membrane,	GO:0001669~acrosomal vesicle,		IPR026743:Sperm equatorial segment protein 1,					Complete proteome,Cytoplasmic vesicle,Developmental protein,Direct protein sequencing,Glycoprotein,Polymorphism,Reference proteome,Signal,	chain:Sperm equatorial segment protein 1,compositionally biased region:Poly-Ala,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,
ENSG00000160284	spermatogenesis and centriole associated 1-like(SPATC1L)	Homo sapiens					GO:0005813~centrosome,	GO:0005515~protein binding,	IPR026715:Speriolin,					Alternative splicing,Complete proteome,Phosphoprotein,Polymorphism,Reference proteome,	chain:Uncharacterized protein C21orf56,compositionally biased region:Poly-Leu,sequence conflict,sequence variant,
ENSG00000134548	spexin hormone(SPX)	Homo sapiens				GO:0003084~positive regulation of systemic arterial blood pressure,GO:0010459~negative regulation of heart rate,GO:0032099~negative regulation of appetite,GO:0035814~negative regulation of renal sodium excretion,GO:0044539~long-chain fatty acid import,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0051930~regulation of sensory perception of pain,	GO:0005615~extracellular space,GO:0030133~transport vesicle,	GO:0005184~neuropeptide hormone activity,GO:0031765~type 2 galanin receptor binding,GO:0031766~type 3 galanin receptor binding,						Amidation,Cleavage on pair of basic residues,Complete proteome,Cytoplasmic vesicle,Hormone,Reference proteome,Secreted,Signal,	modified residue,peptide:Spexin,signal peptide,
ENSG00000169682	sphingolipid transporter 1 (putative)(SPNS1)	Homo sapiens				GO:0003376~sphingosine-1-phosphate signaling pathway,GO:0006869~lipid transport,GO:0040011~locomotion,GO:0055085~transmembrane transport,	GO:0005743~mitochondrial inner membrane,GO:0005765~lysosomal membrane,GO:0016021~integral component of membrane,GO:0031982~vesicle,	GO:0005515~protein binding,GO:0046624~sphingolipid transporter activity,	IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,					Acetylation,Alternative splicing,Complete proteome,Lipid transport,Membrane,Mitochondrion,Mitochondrion inner membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Protein spinster homolog 1,modified residue,sequence variant,splice variant,transmembrane region,
ENSG00000180739	sphingosine-1-phosphate receptor 5(S1PR5)	Homo sapiens				GO:0003376~sphingosine-1-phosphate signaling pathway,GO:0045664~regulation of neuron differentiation,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0038036~sphingosine-1-phosphate receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR004061:Sphingosine 1-phosphate receptor,IPR005386:EDG-8 sphingosine 1-phosphate receptor,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04071:Sphingolipid signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,				Alternative splicing,Cell membrane,Complete proteome,G-protein coupled receptor,Glycoprotein,Lipoprotein,Membrane,Palmitate,Phosphoprotein,Polymorphism,Proteomics identification,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:Sphingosine 1-phosphate receptor 5,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:S-palmitoyl cysteine,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000162032	splA/ryanodine receptor domain and SOCS box containing 3(SPSB3)	Homo sapiens				GO:0016567~protein ubiquitination,GO:0035556~intracellular signal transduction,	GO:0005622~intracellular,	GO:0005515~protein binding,	IPR001496:SOCS protein, C-terminal,IPR001870:B30.2/SPRY domain,IPR003877:SPla/RYanodine receptor SPRY,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,				SM00449:SPRY,SM00969:SM00969,	Complete proteome,Polymorphism,Proteomics identification,Receptor,Reference proteome,	chain:SPRY domain-containing SOCS box protein 3,domain:B30.2/SPRY,domain:SOCS box,sequence conflict,sequence variant,
ENSG00000159674	spondin 2(SPON2)	Homo sapiens				GO:0002448~mast cell mediated immunity,GO:0007155~cell adhesion,GO:0007411~axon guidance,GO:0008228~opsonization,GO:0032755~positive regulation of interleukin-6 production,GO:0032760~positive regulation of tumor necrosis factor production,GO:0043152~induction of bacterial agglutination,GO:0045087~innate immune response,GO:0050832~defense response to fungus,GO:0051607~defense response to virus,GO:0060907~positive regulation of macrophage cytokine production,GO:0071222~cellular response to lipopolysaccharide,	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0070062~extracellular exosome,	GO:0001530~lipopolysaccharide binding,GO:0003823~antigen binding,GO:0005515~protein binding,GO:0046872~metal ion binding,	IPR000884:Thrombospondin, type 1 repeat,IPR009465:Spondin, N-terminal,				SM00209:TSP1,	3D-structure,Calcium,Cell adhesion,Complete proteome,Direct protein sequencing,Disulfide bond,Extracellular matrix,Glycoprotein,Immunity,Innate immunity,Metal-binding,Polymorphism,Proteomics identification,Reference proteome,Secreted,Signal,	chain:Spondin-2,disulfide bond,domain:Spondin,domain:TSP type-1,glycosylation site:C-linked (Man),helix,metal ion-binding site:Calcium,metal ion-binding site:Calcium; via carbonyl oxygen,metal ion-binding site:Divalent metal cation,mutagenesis site,sequence variant,signal peptide,site:Important for metal ion-dependent interaction with integrin,strand,turn,
ENSG00000164056	sprouty RTK signaling antagonist 1(SPRY1)	Homo sapiens		h_spryPathway:Sprouty regulation of tyrosine kinase signals,		GO:0000132~establishment of mitotic spindle orientation,GO:0001656~metanephros development,GO:0001657~ureteric bud development,GO:0001759~organ induction,GO:0008285~negative regulation of cell proliferation,GO:0034260~negative regulation of GTPase activity,GO:0040037~negative regulation of fibroblast growth factor receptor signaling pathway,GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway,GO:0043407~negative regulation of MAP kinase activity,GO:0046580~negative regulation of Ras protein signal transduction,GO:0051387~negative regulation of neurotrophin TRK receptor signaling pathway,GO:0060449~bud elongation involved in lung branching,GO:0070373~negative regulation of ERK1 and ERK2 cascade,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005886~plasma membrane,	GO:0005515~protein binding,	IPR007875:Sprouty,					Acetylation,Complete proteome,Cytoplasm,Developmental protein,Membrane,Proteomics identification,Reference proteome,	chain:Protein sprouty homolog 1,compositionally biased region:Cys-rich,domain:SPR,modified residue,
ENSG00000198369	sprouty related EVH1 domain containing 2(SPRED2)	Homo sapiens				GO:0000188~inactivation of MAPK activity,GO:0007275~multicellular organism development,GO:0008543~fibroblast growth factor receptor signaling pathway,GO:0009966~regulation of signal transduction,GO:0010801~negative regulation of peptidyl-threonine phosphorylation,GO:0043517~positive regulation of DNA damage response, signal transduction by p53 class mediator,GO:0090311~regulation of protein deacetylation,	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030658~transport vesicle membrane,	GO:0005173~stem cell factor receptor binding,GO:0005515~protein binding,GO:0019901~protein kinase binding,GO:0030291~protein serine/threonine kinase inhibitor activity,	IPR000697:EVH1,IPR007875:Sprouty,IPR011993:Pleckstrin homology-like domain,IPR023337:c-Kit-binding domain,				SM00461:WH1,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Cytoplasmic vesicle,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,Ubl conjugation,	chain:Sprouty-related, EVH1 domain-containing protein 2,domain:KBD,domain:SPR,domain:WH1,helix,modified residue,sequence conflict,strand,
ENSG00000188659	stabilizer of axonemal microtubules 2(SAXO2)	Homo sapiens						GO:0008017~microtubule binding,						Alternative splicing,Complete proteome,Polymorphism,Reference proteome,	chain:Protein FAM154B,sequence variant,
ENSG00000167780	sterol O-acyltransferase 2(SOAT2)	Homo sapiens				GO:0008203~cholesterol metabolic process,GO:0010742~macrophage derived foam cell differentiation,GO:0030299~intestinal cholesterol absorption,GO:0033344~cholesterol efflux,GO:0034379~very-low-density lipoprotein particle assembly,GO:0034435~cholesterol esterification,GO:0042632~cholesterol homeostasis,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005903~brush border,GO:0016021~integral component of membrane,	GO:0000062~fatty-acyl-CoA binding,GO:0008374~O-acyltransferase activity,GO:0015485~cholesterol binding,GO:0016746~transferase activity, transferring acyl groups,GO:0034736~cholesterol O-acyltransferase activity,	IPR004299:Membrane bound O-acyl transferase, MBOAT,IPR014371:Sterol O-acyltransferase, ACAT/DAG/ARE types,	hsa00100:Steroid biosynthesis,		PIRSF000439:sterol O-acyltransferase, ACAT/DAG/ARE types,PIRSF500230:sterol O-acyltransferase, ACAT type [Parent=PIRSF000439],		Acyltransferase,Alternative splicing,Cholesterol metabolism,Coiled coil,Complete proteome,Endoplasmic reticulum,Lipid metabolism,Membrane,Polymorphism,Proteomics identification,Reference proteome,Steroid metabolism,Sterol metabolism,Transferase,Transmembrane,Transmembrane helix,	chain:Sterol O-acyltransferase 2,sequence conflict,sequence variant,transmembrane region,
ENSG00000165730	storkhead box 1(STOX1)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0007067~mitotic nuclear division,GO:0008284~positive regulation of cell proliferation,GO:0010468~regulation of gene expression,GO:0010628~positive regulation of gene expression,GO:0010629~negative regulation of gene expression,GO:0010800~positive regulation of peptidyl-threonine phosphorylation,GO:0010821~regulation of mitochondrion organization,GO:0010971~positive regulation of G2/M transition of mitotic cell cycle,GO:0033138~positive regulation of peptidyl-serine phosphorylation,GO:0048839~inner ear development,GO:0050679~positive regulation of epithelial cell proliferation,GO:0051301~cell division,GO:0051881~regulation of mitochondrial membrane potential,GO:0051897~positive regulation of protein kinase B signaling,GO:0061418~regulation of transcription from RNA polymerase II promoter in response to hypoxia,GO:0071500~cellular response to nitrosative stress,GO:1901858~regulation of mitochondrial DNA metabolic process,GO:1902882~regulation of response to oxidative stress,GO:1904031~positive regulation of cyclin-dependent protein kinase activity,GO:1904120~positive regulation of otic vesicle morphogenesis,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005938~cell cortex,	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0005515~protein binding,	IPR019391:Storkhead-box protein, winged-helix domain,		609404~Preeclampsia/eclampsia 4,			Activator,Alternative splicing,Cell cycle,Cell division,Complete proteome,Cytoplasm,Cytoskeleton,Disease mutation,DNA-binding,Mitosis,Nucleus,Polymorphism,Reference proteome,Transcription,Transcription regulation,	chain:Storkhead-box protein 1,sequence variant,splice variant,
ENSG00000185518	synaptic vesicle glycoprotein 2B(SV2B)	Homo sapiens				GO:0001504~neurotransmitter uptake,GO:0055085~transmembrane transport,	GO:0001669~acrosomal vesicle,GO:0005886~plasma membrane,GO:0008021~synaptic vesicle,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0030672~synaptic vesicle membrane,GO:0043005~neuron projection,	GO:0005515~protein binding,GO:0022857~transmembrane transporter activity,	IPR001646:Pentapeptide repeat,IPR005828:General substrate transporter,IPR005829:Sugar transporter, conserved site,IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,IPR022308:Synaptic vesicle protein SV2,	hsa04512:ECM-receptor interaction,				Alternative splicing,Cell junction,Complete proteome,Cytoplasmic vesicle,Glycoprotein,Membrane,Neurotransmitter transport,Phosphoprotein,Reference proteome,Synapse,Transmembrane,Transmembrane helix,Transport,	chain:Synaptic vesicle glycoprotein 2B,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000172554	syntrophin gamma 2(SNTG2)	Homo sapiens				GO:0007417~central nervous system development,	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0016013~syntrophin complex,GO:0042383~sarcolemma,	GO:0003779~actin binding,GO:0005198~structural molecule activity,GO:0030165~PDZ domain binding,GO:0097109~neuroligin family protein binding,	IPR001478:PDZ domain,IPR011993:Pleckstrin homology-like domain,IPR015482:Syntrophin,				SM00228:PDZ,	Actin-binding,Alternative splicing,Cell membrane,Complete proteome,Cytoplasm,Cytoskeleton,Membrane,Polymorphism,Reference proteome,	chain:Gamma-2-syntrophin,compositionally biased region:Poly-Pro,domain:PDZ,domain:PH,sequence variant,
